Year,Date,Survey,Station,Time,Common Name,Catch,Region
2024,1/25/2024,2,346,12:03,Longfin Smelt,2,Napa River
2024,1/25/2024,2,347,12:20,No LFS Catch,0,Napa River
2024,1/25/2024,2,348,12:42,No LFS Catch,0,Napa River
2024,1/25/2024,2,349,13:09,No LFS Catch,0,Napa River
2024,2/5/2024,3,338,8:48,Longfin Smelt,2,San Pablo Bay
2024,2/5/2024,3,340,9:10,Longfin Smelt,1,Napa River
2024,2/5/2024,3,342,9:42,Longfin Smelt,2,Napa River
2024,2/5/2024,3,343,10:05,Longfin Smelt,39,Napa River
2024,2/5/2024,3,344,10:36,No LFS Catch,0,Napa River
2024,2/5/2024,3,345,10:58,No LFS Catch,0,Napa River
2024,2/5/2024,3,346,11:25,No LFS Catch,0,Napa River
2024,2/5/2024,3,347,11:50,No LFS Catch,0,Napa River
2024,2/5/2024,3,348,12:23,No LFS Catch,0,Napa River
2024,2/5/2024,3,349,12:47,No LFS Catch,0,Napa River
2024,2/5/2024,3,401,8:27,Longfin Smelt,2,Suisun Bay and West
2024,2/5/2024,3,809,8:00,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,812,13:50,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,815,13:27,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,901,8:22,Longfin Smelt,1,Central & South Delta
2024,2/5/2024,3,902,8:51,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,906,12:01,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,910,11:37,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,912,10:56,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,914,10:15,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,915,9:17,No LFS Catch,0,Central & South Delta
2024,2/5/2024,3,919,12:32,No LFS Catch,0,Central & South Delta
2024,2/6/2024,3,306,10:48,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,308,10:30,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,311,11:08,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,315,10:07,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,322,11:27,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,323,12:05,Longfin Smelt,2,San Pablo Bay
2024,2/6/2024,3,327,9:49,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,328,9:30,Longfin Smelt,4,San Pablo Bay
2024,2/6/2024,3,329,8:53,Longfin Smelt,1,San Pablo Bay
2024,2/6/2024,3,330,11:46,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,335,9:12,No LFS Catch,0,San Pablo Bay
2024,2/6/2024,3,336,8:34,Longfin Smelt,1,San Pablo Bay
2024,2/6/2024,3,404,12:38,Longfin Smelt,6,Suisun Bay and West
2024,2/6/2024,3,405,13:00,Longfin Smelt,1,Suisun Bay and West
2024,2/6/2024,3,513,8:21,No LFS Catch,0,Confluence
2024,2/6/2024,3,520,8:01,Longfin Smelt,11,Confluence
2024,2/6/2024,3,703,9:03,Longfin Smelt,1,Sacramento River System
2024,2/6/2024,3,704,9:20,No LFS Catch,0,Sacramento River System
2024,2/6/2024,3,705,10:08,Longfin Smelt,2,Sacramento River System
2024,2/6/2024,3,706,9:46,Longfin Smelt,2,Sacramento River System
2024,2/6/2024,3,707,10:24,Longfin Smelt,2,Sacramento River System
2024,2/6/2024,3,711,10:49,No LFS Catch,0,Sacramento River System
2024,2/6/2024,3,716,11:13,Longfin Smelt,2,Sacramento River System
2024,2/6/2024,3,723,11:30,No LFS Catch,0,Sacramento River System
2024,2/6/2024,3,804,7:37,Longfin Smelt,6,Confluence
2024,2/7/2024,3,411,10:55,Longfin Smelt,20,Suisun Bay and West
2024,2/7/2024,3,418,10:22,Longfin Smelt,22,Suisun Bay and West
2024,2/7/2024,3,501,11:18,Longfin Smelt,43,Suisun Bay and West
2024,2/7/2024,3,504,11:40,Longfin Smelt,37,Suisun Bay and West
2024,2/7/2024,3,508,12:23,Longfin Smelt,11,Confluence
2024,2/7/2024,3,519,11:58,Longfin Smelt,22,Suisun Bay and West
2024,2/7/2024,3,602,10:05,Longfin Smelt,69,Suisun Bay and West
2024,2/7/2024,3,606,9:40,Longfin Smelt,17,Suisun Bay and West
2024,2/7/2024,3,609,9:12,No LFS Catch,0,Suisun Bay and West
2024,2/7/2024,3,610,8:46,No LFS Catch,0,Suisun Bay and West
2024,2/7/2024,3,801,8:14,Longfin Smelt,2,Confluence
2024,2/7/2024,3,918,7:39,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,306,10:38,No LFS Catch,0,San Pablo Bay
2024,2/20/2024,4,308,10:22,No LFS Catch,0,San Pablo Bay
2024,2/20/2024,4,311,10:04,No LFS Catch,0,San Pablo Bay
2024,2/20/2024,4,315,10:55,Longfin Smelt,6,San Pablo Bay
2024,2/20/2024,4,322,9:48,Longfin Smelt,6,San Pablo Bay
2024,2/20/2024,4,323,9:13,Longfin Smelt,20,San Pablo Bay
2024,2/20/2024,4,327,11:11,Longfin Smelt,14,San Pablo Bay
2024,2/20/2024,4,328,11:26,Longfin Smelt,17,San Pablo Bay
2024,2/20/2024,4,329,12:10,Longfin Smelt,25,San Pablo Bay
2024,2/20/2024,4,330,9:32,Longfin Smelt,12,San Pablo Bay
2024,2/20/2024,4,335,11:54,Longfin Smelt,31,San Pablo Bay
2024,2/20/2024,4,336,8:56,Longfin Smelt,13,San Pablo Bay
2024,2/20/2024,4,338,8:38,Longfin Smelt,41,San Pablo Bay
2024,2/20/2024,4,809,15:14,Longfin Smelt,2,Central & South Delta
2024,2/20/2024,4,812,14:44,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,815,14:19,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,901,8:30,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,902,8:55,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,906,11:43,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,910,12:10,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,912,12:38,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,914,11:08,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,915,10:28,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,918,9:52,No LFS Catch,0,Central & South Delta
2024,2/20/2024,4,919,13:42,No LFS Catch,0,Central & South Delta
2024,2/21/2024,4,340,11:40,Longfin Smelt,42,Napa River
2024,2/21/2024,4,342,12:12,Longfin Smelt,223,Napa River
2024,2/21/2024,4,343,12:34,Longfin Smelt,22,Napa River
2024,2/21/2024,4,344,13:08,No LFS Catch,0,Napa River
2024,2/21/2024,4,345,13:38,No LFS Catch,0,Napa River
2024,2/21/2024,4,346,13:56,Longfin Smelt,53,Napa River
2024,2/21/2024,4,347,14:15,No LFS Catch,0,Napa River
2024,2/21/2024,4,348,14:34,No LFS Catch,0,Napa River
2024,2/21/2024,4,349,15:00,No LFS Catch,0,Napa River
2024,2/21/2024,4,401,8:41,Longfin Smelt,150,Suisun Bay and West
2024,2/21/2024,4,404,9:05,Longfin Smelt,70,Suisun Bay and West
2024,2/21/2024,4,405,9:31,Longfin Smelt,15,Suisun Bay and West
2024,2/21/2024,4,513,12:29,Longfin Smelt,4,Confluence
2024,2/21/2024,4,520,12:50,Longfin Smelt,9,Confluence
2024,2/21/2024,4,703,8:02,No LFS Catch,0,Sacramento River System
2024,2/21/2024,4,704,8:20,Longfin Smelt,4,Sacramento River System
2024,2/21/2024,4,705,9:14,No LFS Catch,0,Sacramento River System
2024,2/21/2024,4,706,8:40,Longfin Smelt,1,Sacramento River System
2024,2/21/2024,4,707,10:02,Longfin Smelt,1,Sacramento River System
2024,2/21/2024,4,711,10:28,Longfin Smelt,1,Sacramento River System
2024,2/21/2024,4,716,11:13,No LFS Catch,0,Sacramento River System
2024,2/21/2024,4,723,10:55,No LFS Catch,0,Sacramento River System
2024,2/21/2024,4,804,7:36,No LFS Catch,0,Confluence
2024,2/22/2024,4,411,10:36,Longfin Smelt,53,Suisun Bay and West
2024,2/22/2024,4,418,10:15,Longfin Smelt,20,Suisun Bay and West
2024,2/22/2024,4,501,11:01,Longfin Smelt,18,Suisun Bay and West
2024,2/22/2024,4,504,11:22,Longfin Smelt,17,Suisun Bay and West
2024,2/22/2024,4,508,12:03,Longfin Smelt,12,Confluence
2024,2/22/2024,4,519,11:41,Longfin Smelt,8,Suisun Bay and West
2024,2/22/2024,4,602,9:52,Longfin Smelt,5,Suisun Bay and West
2024,2/22/2024,4,606,9:26,No LFS Catch,0,Suisun Bay and West
2024,2/22/2024,4,609,8:57,Longfin Smelt,1,Suisun Bay and West
2024,2/22/2024,4,610,8:25,Longfin Smelt,1,Suisun Bay and West
2024,2/22/2024,4,801,7:49,Longfin Smelt,1,Confluence
2024,3/4/2024,5,809,8:31,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,812,14:48,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,815,14:21,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,901,9:00,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,902,9:36,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,906,12:42,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,910,12:15,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,912,11:46,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,914,10:39,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,915,10:06,No LFS Catch,0,Central & South Delta
2024,3/4/2024,5,919,13:46,No LFS Catch,0,Central & South Delta
2024,3/5/2024,5,513,12:09,Longfin Smelt,3,Confluence
2024,3/5/2024,5,520,12:32,Longfin Smelt,2,Confluence
2024,3/5/2024,5,703,8:04,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,704,8:22,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,705,9:10,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,706,8:47,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,707,9:28,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,711,10:21,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,716,11:09,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,723,10:49,No LFS Catch,0,Sacramento River System
2024,3/5/2024,5,804,7:39,No LFS Catch,0,Confluence
2024,3/6/2024,5,306,11:47,Longfin Smelt,1,San Pablo Bay
2024,3/6/2024,5,308,11:28,No LFS Catch,0,San Pablo Bay
2024,3/6/2024,5,311,12:10,Longfin Smelt,5,San Pablo Bay
2024,3/6/2024,5,315,11:08,Longfin Smelt,7,San Pablo Bay
2024,3/6/2024,5,322,12:32,Longfin Smelt,5,San Pablo Bay
2024,3/6/2024,5,323,13:14,Longfin Smelt,17,San Pablo Bay
2024,3/6/2024,5,327,10:46,Longfin Smelt,40,San Pablo Bay
2024,3/6/2024,5,328,10:27,Longfin Smelt,26,San Pablo Bay
2024,3/6/2024,5,329,9:51,Longfin Smelt,16,San Pablo Bay
2024,3/6/2024,5,330,12:51,Longfin Smelt,9,San Pablo Bay
2024,3/6/2024,5,335,10:08,Longfin Smelt,10,San Pablo Bay
2024,3/6/2024,5,336,9:33,Longfin Smelt,15,San Pablo Bay
2024,3/6/2024,5,338,9:13,Longfin Smelt,34,San Pablo Bay
2024,3/6/2024,5,401,8:50,Longfin Smelt,159,Suisun Bay and West
2024,3/6/2024,5,404,13:57,Longfin Smelt,55,Suisun Bay and West
2024,3/6/2024,5,411,11:30,Longfin Smelt,53,Suisun Bay and West
2024,3/6/2024,5,418,11:05,Longfin Smelt,32,Suisun Bay and West
2024,3/6/2024,5,501,11:56,Longfin Smelt,2,Suisun Bay and West
2024,3/6/2024,5,504,12:18,Longfin Smelt,35,Suisun Bay and West
2024,3/6/2024,5,508,13:06,No LFS Catch,0,Confluence
2024,3/6/2024,5,519,12:41,No LFS Catch,0,Suisun Bay and West
2024,3/6/2024,5,602,10:38,Longfin Smelt,3,Suisun Bay and West
2024,3/6/2024,5,606,10:12,Longfin Smelt,14,Suisun Bay and West
2024,3/6/2024,5,609,9:22,Longfin Smelt,1,Suisun Bay and West
2024,3/6/2024,5,610,8:52,No LFS Catch,0,Suisun Bay and West
2024,3/6/2024,5,801,7:40,Longfin Smelt,2,Confluence
2024,3/7/2024,5,340,9:31,Longfin Smelt,192,Napa River
2024,3/7/2024,5,342,10:04,Longfin Smelt,88,Napa River
2024,3/7/2024,5,343,10:28,Longfin Smelt,51,Napa River
2024,3/7/2024,5,344,11:00,Longfin Smelt,172,Napa River
2024,3/7/2024,5,345,11:39,Longfin Smelt,38,Napa River
2024,3/7/2024,5,346,12:04,Longfin Smelt,66,Napa River
2024,3/7/2024,5,347,12:22,No LFS Catch,0,Napa River
2024,3/7/2024,5,348,12:46,No LFS Catch,0,Napa River
2024,3/7/2024,5,349,13:05,No LFS Catch,0,Napa River
2024,3/7/2024,5,405,8:54,Longfin Smelt,124,Suisun Bay and West
2024,3/18/2024,6,809,8:00,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,812,13:25,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,815,13:01,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,901,8:26,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,902,8:58,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,906,11:52,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,910,11:28,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,912,10:55,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,914,10:08,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,915,9:27,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,919,12:28,No LFS Catch,0,Central & South Delta
2024,3/19/2024,6,508,8:38,Longfin Smelt,2,Confluence
2024,3/19/2024,6,513,8:59,Longfin Smelt,4,Confluence
2024,3/19/2024,6,520,8:16,No LFS Catch,0,Confluence
2024,3/19/2024,6,703,9:43,Longfin Smelt,1,Sacramento River System
2024,3/19/2024,6,704,10:01,Longfin Smelt,5,Sacramento River System
2024,3/19/2024,6,705,10:43,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,706,10:22,Longfin Smelt,2,Sacramento River System
2024,3/19/2024,6,707,11:01,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,711,11:28,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,716,12:09,Longfin Smelt,1,Sacramento River System
2024,3/19/2024,6,723,11:52,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,801,9:19,Longfin Smelt,2,Confluence
2024,3/19/2024,6,804,7:54,No LFS Catch,0,Confluence
2024,3/20/2024,6,401,13:13,Longfin Smelt,14,Suisun Bay and West
2024,3/20/2024,6,404,12:54,Longfin Smelt,28,Suisun Bay and West
2024,3/20/2024,6,405,12:35,Longfin Smelt,125,Suisun Bay and West
2024,3/20/2024,6,411,11:52,Longfin Smelt,111,Suisun Bay and West
2024,3/20/2024,6,418,12:13,Longfin Smelt,73,Suisun Bay and West
2024,3/20/2024,6,501,11:29,Longfin Smelt,21,Suisun Bay and West
2024,3/20/2024,6,504,11:06,Longfin Smelt,31,Suisun Bay and West
2024,3/20/2024,6,519,10:44,Longfin Smelt,6,Suisun Bay and West
2024,3/20/2024,6,602,10:16,Longfin Smelt,129,Suisun Bay and West
2024,3/20/2024,6,606,9:54,Longfin Smelt,3,Suisun Bay and West
2024,3/20/2024,6,609,8:40,No LFS Catch,0,Suisun Bay and West
2024,3/20/2024,6,610,8:10,Longfin Smelt,2,Suisun Bay and West
2024,3/21/2024,6,306,11:17,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,308,10:59,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,311,11:37,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,315,10:41,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,322,11:54,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,323,12:31,Longfin Smelt,1,San Pablo Bay
2024,3/21/2024,6,327,10:25,Longfin Smelt,3,San Pablo Bay
2024,3/21/2024,6,328,10:09,Longfin Smelt,5,San Pablo Bay
2024,3/21/2024,6,329,9:36,Longfin Smelt,14,San Pablo Bay
2024,3/21/2024,6,330,12:11,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,335,9:52,Longfin Smelt,22,San Pablo Bay
2024,3/21/2024,6,336,9:19,Longfin Smelt,21,San Pablo Bay
2024,3/21/2024,6,338,9:01,Longfin Smelt,29,San Pablo Bay
2024,3/22/2024,6,340,8:20,Longfin Smelt,18,Napa River
2024,3/22/2024,6,342,8:52,Longfin Smelt,15,Napa River
2024,3/22/2024,6,343,9:14,Longfin Smelt,49,Napa River
2024,3/22/2024,6,344,9:41,Longfin Smelt,903,Napa River
2024,3/22/2024,6,345,10:01,Longfin Smelt,1259,Napa River
2024,3/22/2024,6,346,10:20,Longfin Smelt,119,Napa River
2024,3/22/2024,6,347,10:37,Longfin Smelt,12,Napa River
2024,3/22/2024,6,348,10:59,No LFS Catch,0,Napa River
2024,3/22/2024,6,349,11:25,No LFS Catch,0,Napa River
